Symbol_1,Symbol_2,Correlation
MMM,CNP,0.3996135323507687
MMM,CERN,0.3881842333378538
MMM,CF,0.3990375380163813
MMM,SCHW,0.5016584883142414
MMM,CHTR,0.3127102250251849
MMM,CVX,0.4913490114828468
MMM,CMG,0.1795057431424018
MMM,CB,0.491264828748419
MMM,CHD,0.2920999761177332
MMM,CI,0.4105714619540802
MMM,CINF,0.5001881217572237
MMM,CTAS,0.4960805599525232
MMM,CSCO,0.5616961635900586
MMM,C,0.5517742033479341
MMM,CFG,0.4746738102553114
MMM,CTXS,0.285106791041734
MMM,CLX,0.2227087818140458
MMM,CME,0.3704999351471739
MMM,CMS,0.3334150870494732
MMM,KO,0.507564989549151
MMM,CTSH,0.4778537617295747
MMM,CL,0.4068469924066983
MMM,CMCSA,0.4438519686818457
MMM,CMA,0.4650998795520289
MMM,CAG,0.2748023118096007
MMM,COP,0.4321159345363914
MMM,ED,0.308528744585725
MMM,STZ,0.4102628809761783
MMM,COO,0.4030616634299521
MMM,CPRT,0.4542627520521239
MMM,GLW,0.6028656292083515
MMM,COST,0.3779083227428033
MMM,COTY,0.226984235977943
MMM,CCI,0.3299936174507525
MMM,CSX,0.531292781007109
MMM,CMI,0.5851073611169103
MMM,CVS,0.4031206666787427
MMM,DHI,0.3934097164080297
MMM,DHR,0.4191662476775991
MMM,DRI,0.3757726798357066
MMM,DVA,0.3806846572340261
MMM,DE,0.5493682672579622
MMM,DAL,0.4121133388244463
MMM,XRAY,0.4063427068473805
MMM,DVN,0.3868278265248504
MMM,FANG,0.32356694928749
MMM,DLR,0.3335416622562177
MMM,DFS,0.4983196584702399
MMM,DISCA,0.3322012724155294
MMM,DISCK,0.3201210935598312
MMM,DISH,0.4239468158720521
MMM,DG,0.254042673136494
MMM,DLTR,0.2578208838695153
MMM,D,0.3581879947868917
MMM,DOV,0.6000143091631246
MMM,DTE,0.4100615148013219
MMM,DRE,0.4404748729411652
MMM,DUK,0.3846878846839223
MMM,DXC,0.4633465037125372
MMM,EMN,0.5862766515387786
MMM,ETN,0.6560046615496634
MMM,EBAY,0.3166290574921417
MMM,ECL,0.5882872975677526
MMM,EIX,0.3461774276685354
MMM,EW,0.3832293655105313
MMM,EA,0.2413778147206799
MMM,EMR,0.6263210261872042
MMM,ETR,0.3602584468860511
MMM,EOG,0.4111675103921236
MMM,EFX,0.3853524501420512
MMM,EQIX,0.3100318159344579
MMM,EQR,0.3683617471703143
MMM,ESS,0.358364508202144
MMM,EL,0.4434626988687512
MMM,EVRG,0.3795472310988218
MMM,ES,0.3507061623842606
MMM,RE,0.4384341973715275
MMM,EXC,0.4082148986725843
MMM,EXPE,0.3221054711187656
MMM,EXPD,0.5476227641101058
MMM,EXR,0.299923859850276
MMM,XOM,0.5143224786058493
MMM,FFIV,0.3899926166469358
MMM,FB,0.3190697532145908
MMM,FAST,0.5246542031611473
MMM,FRT,0.3816846677766423
MMM,FDX,0.5517809029029096
MMM,FIS,0.4514266234199223
MMM,FITB,0.4894705178022202
MMM,FE,0.319921628765094
MMM,FRC,0.4667872037145189
MMM,FISV,0.4708704789652022
MMM,FLT,0.4158462313733066
MMM,FLS,0.5525686932216742
MMM,FLR,0.3664725758452151
MMM,FMC,0.4560364949845678
MMM,FL,0.3366635073752628
MMM,F,0.444563908921841
MMM,FTNT,0.2610971541734866
MMM,FBHS,0.4899151878237965
MMM,BEN,0.5428919563348606
MMM,FCX,0.4148883698986256
MMM,GPS,0.3462827440916647
MMM,GRMN,0.4401899466637947
MMM,IT,0.4205043233182905
MMM,GD,0.6037074047015153
MMM,GE,0.4830420432757222
MMM,GIS,0.2861498704785886
MMM,GM,0.4598399111999208
MMM,GPC,0.5611201681518677
MMM,GILD,0.3354126006832547
MMM,GPN,0.4610888525198229
MMM,GS,0.5573368525413984
MMM,GT,0.4150000341409309
MMM,GWW,0.4907202189733484
MMM,HAL,0.4251163125238024
MMM,HBI,0.376155805181147
MMM,HOG,0.4540056101122688
MMM,HIG,0.4598547445666242
MMM,HAS,0.4065588894103703
MMM,HCA,0.4142560197924479
MMM,HP,0.4003663698679205
MMM,HSIC,0.4490156275074202
MMM,HSY,0.3259384935799478
MMM,HES,0.414375286371231
MMM,HLT,0.3888410800271888
MMM,HOLX,0.324553727072738
MMM,HD,0.5063770211014084
MMM,HON,0.6740998871524436
MMM,HRL,0.3022943768786721
MMM,HST,0.4149994662955916
MMM,HPQ,0.4830420470112371
MMM,HUM,0.3421952501773616
MMM,HBAN,0.4861904436836056
MMM,HII,0.5038819444245436
MMM,IDXX,0.3047130722129207
MMM,INFO,0.4767241386250761
MMM,ITW,0.7192722367540986
MMM,ILMN,0.2844406651029953
MMM,INTC,0.4395354400252761
MMM,ICE,0.4012198356726687
MMM,IBM,0.5605032302944428
MMM,INCY,0.2104702884921335
MMM,IP,0.5459330397170484
MMM,IPG,0.5174108752907606
MMM,IFF,0.459946373054252
MMM,INTU,0.4236663539591784
MMM,ISRG,0.4224152838352042
MMM,IVZ,0.5377251165457757
MMM,IPGP,0.3360764260111868
MMM,IQV,0.4157725064657885
MMM,IRM,0.4397420820979741
MMM,JKHY,0.4284626981107829
MMM,JBHT,0.4891253771983771
MMM,JEF,0.5050859513264051
MMM,SJM,0.3051370364417901
MMM,JNJ,0.5180219546015306
MMM,JCI,0.5197307917695532
MMM,JPM,0.5619360106010398
MMM,JNPR,0.4475229850091655
MMM,K,0.331908748875568
MMM,KEY,0.4906677481719003
MMM,KEYS,0.4345376369569684
MMM,KMB,0.3680844135742855
MMM,KIM,0.3712594880115778
MMM,KMI,0.3761204960930694
MMM,KLAC,0.4080248126639741
MMM,KSS,0.3547258619776124
MMM,KR,0.2115131512333575
MMM,LLL,0.0719714872425529
MMM,LH,0.3985122764136054
MMM,LRCX,0.4034854386652003
MMM,LEG,0.5479849514875337
MMM,LEN,0.4046008675915026
MMM,LLY,0.3206590618598343
MMM,LNC,0.5640964864634684
MMM,LIN,0.5528594071426884
MMM,LKQ,0.4988978823021469
MMM,LMT,0.5094278980801582
MMM,L,0.5919867481634444
MMM,LOW,0.4460744385719291
MMM,LYB,0.545261120488978
MMM,MTB,0.5029913241224762
MMM,MAC,0.3536887525335052
MMM,M,0.3420442009171973
MMM,MRO,0.3492421754647522
MMM,MPC,0.4059409770366176
MMM,MAR,0.4323702573178313
MMM,MMC,0.4966235785150285
MMM,MLM,0.4119274258801885
MMM,MAS,0.5268433498982167
MMM,MA,0.4987021773448842
MMM,MAT,0.3108861489717565
MMM,MKC,0.373130135878451
MMM,MCD,0.4478598836437737
MMM,MCK,0.368696376350494
MMM,MDT,0.4751518713308875
MMM,MRK,0.3657449517529999
MMM,MET,0.5658593609307841
MMM,MTD,0.5036235705232004
MMM,MGM,0.4122919927834834
MMM,MCHP,0.453146687692216
MMM,MU,0.3689898382121604
MMM,MSFT,0.4451289068391844
MMM,MAA,0.3659823350278638
MMM,MHK,0.4488615861013858
MMM,TAP,0.4210400855678294
MMM,MDLZ,0.4546420544646744
MMM,MNST,0.3533790711373124
MMM,MCO,0.4827802015193935
MMM,MS,0.5737565465662388
MMM,MOS,0.3813062465112617
MMM,MSI,0.4478277085664275
MMM,MSCI,0.3677563069902803
MMM,NDAQ,0.4617103245253802
MMM,NOV,0.4003689677612216
MMM,NKTR,0.1877116575418958
MMM,NTAP,0.4535488901533617
MMM,NFLX,0.2236868198674181
MMM,NWL,0.3993662983244105
MMM,NEM,0.104775601383745
MMM,NWSA,0.4621508229357475
MMM,NWS,0.4535720438844915
MMM,NEE,0.3349785874051324
MMM,NLSN,0.4494113723059614
MMM,NKE,0.4431832244322275
MMM,NI,0.3652477770657036
MMM,JWN,0.3754593027384793
MMM,NSC,0.5659338514572386
MMM,NTRS,0.5581569174341853
MMM,NOC,0.4729222709326534
MMM,NCLH,0.346086190136552
MMM,NRG,0.3096194375099401
MMM,NUE,0.5190667882006463
MMM,NVDA,0.3415900448261295
MMM,ORLY,0.3573814120856657
MMM,OXY,0.3697573360889611
MMM,OMC,0.5300261480273764
MMM,OKE,0.3527742117209886
MMM,ORCL,0.475437856662872
MMM,PCAR,0.6018012133146922
MMM,PKG,0.5055478786755031
MMM,PH,0.6196513860132382
MMM,PAYX,0.5788433560677201
MMM,PNR,0.5817894203816081
MMM,PBCT,0.5118428520297211
MMM,PEP,0.4840541513542464
MMM,PKI,0.4163580489327571
MMM,PRGO,0.2706494181642364
MMM,PFE,0.3803462196303819
MMM,PM,0.4178429354721643
MMM,PSX,0.4705400914181425
MMM,PNW,0.3676401304261612
MMM,PXD,0.4039222720854121
MMM,PNC,0.5410424482998798
MMM,RL,0.4079296168657721
MMM,PPG,0.5576597963820563
MMM,PPL,0.4173785312341945
MMM,PFG,0.5774484917062702
MMM,PG,0.4318450526155687
MMM,PGR,0.4180224687938235
MMM,PLD,0.4202717450576078
MMM,PRU,0.591712629038198
MMM,PEG,0.379470416758668
MMM,PSA,0.3119179596560966
MMM,PHM,0.3974985267312278
MMM,PVH,0.4692504694522371
MMM,QRVO,0.3666815511994154
MMM,PWR,0.4681257205639159
MMM,QCOM,0.359801713613294
MMM,DGX,0.3686769767047868
MMM,RJF,0.5379015668264977
MMM,O,0.3415850986632573
MMM,REG,0.37239035642038
MMM,REGN,0.2236475740630612
MMM,RF,0.4949187211642336
MMM,RSG,0.5017809891875787
MMM,RMD,0.3333021059540137
MMM,RHI,0.4899083533215635
MMM,ROK,0.6138158965802065
MMM,ROL,0.380396917367477
MMM,ROP,0.6041589970995888
MMM,ROST,0.3909009815334728
MMM,RCL,0.3732128594119288
MMM,CRM,0.3311859057717126
MMM,SBAC,0.3283597461787064
MMM,SLB,0.4470281696829144
MMM,STX,0.3625767220933266
MMM,SEE,0.3900377176535969
MMM,SRE,0.3919834577560573
MMM,SHW,0.5100857675485613
MMM,SPG,0.3816131386939687
MMM,SWKS,0.412257303149117
MMM,SLG,0.423078717453563
MMM,SNA,0.5704367005684785
MMM,SO,0.3615137547646179
MMM,LUV,0.4071393825872229
MMM,SPGI,0.4542761323504667
MMM,SWK,0.6433248706015418
MMM,SBUX,0.4419985093044803
MMM,STT,0.5366547910200126
MMM,SYK,0.5175705554414765
MMM,SIVB,0.4745140853263747
MMM,SYF,0.4559858153682677
MMM,SNPS,0.3810983500765754
MMM,SYY,0.4094521830242705
MMM,TROW,0.5696770433105462
MMM,TTWO,0.2382076329366236
MMM,TPR,0.4650273036266344
MMM,TGT,0.3092903790388311
MMM,TEL,0.5483320135056141
MMM,FTI,0.4067965421065064
MMM,TFX,0.4223977091968731
MMM,TXN,0.4926721085663031
MMM,TXT,0.5551586721907158
MMM,TMO,0.4020042697531177
MMM,TWTR,0.2266944360789177
MMM,TJX,0.4599174099471379
MMM,TSCO,0.339243602324066
MMM,TDG,0.3899522582835131
MMM,TRV,0.4951279789487225
MMM,TRIP,0.2892997793761888
MMM,TSN,0.2915064727226223
MMM,UDR,0.3767454370099258
MMM,ULTA,0.3574631836758219
MMM,USB,0.5492269862248818
MMM,UAA,0.3350125984295037
MMM,UNP,0.5499952767842337
MMM,UAL,0.3655154755854772
MMM,UNH,0.4499303930733707
MMM,UPS,0.5041409581805397
MMM,URI,0.5148107572663655
MMM,UHS,0.4166291483875504
MMM,UNM,0.5468267131236185
MMM,VFC,0.4869083122674594
MMM,VLO,0.4229260435453116
MMM,VTR,0.3018915885550065
MMM,VRSN,0.4172268248438556
MMM,VRSK,0.438823360760395
MMM,VZ,0.392272437218315
MMM,VRTX,0.2946633977316912
MMM,V,0.5077969823584116
MMM,VNO,0.422806550319828
MMM,VMC,0.4022093641343904
MMM,WMT,0.3182075851884485
MMM,WBA,0.4520935113809431
MMM,DIS,0.4563183636269154
MMM,WM,0.4923816452769425
MMM,WAT,0.4767407146456313
MMM,WEC,0.3500467169653312
MMM,WFC,0.5255840949297482
MMM,WELL,0.3090410793089163
MMM,WDC,0.3902289952552001
MMM,WU,0.4595759929294681
MMM,WY,0.5047488632593726
MMM,WHR,0.4970954138874201
MMM,WMB,0.3172003650848449
MMM,WLTW,0.4165922755020521
MMM,WYNN,0.3367003954915148
MMM,XEL,0.3379367341700893
MMM,XRX,0.4548271277061581
MMM,XLNX,0.3998874848557916
MMM,XYL,0.6324669181502486
MMM,YUM,0.4293278959411178
MMM,ZBH,0.4286718161459581
MMM,ZION,0.4610737816324013
MMM,ZTS,0.3947970281746005
ABT,ABBV,0.4670723534165441
ABT,ABMD,0.3599177431810911
ABT,ACN,0.5639241836161388
ABT,ATVI,0.3554611611898501
ABT,ADBE,0.5109853428345917
ABT,AMD,0.3141821844381689
ABT,AAP,0.2935461830324346
ABT,AES,0.3059014333489444
ABT,AMG,0.4565475216284604
ABT,AFL,0.3913207068520615
ABT,A,0.6152344210766
ABT,APD,0.5216583656935919
ABT,AKAM,0.4136347054181786
ABT,ALK,0.2531035417872473
ABT,ALB,0.3513317048147655
ABT,ARE,0.4639747073523761
ABT,ALGN,0.43979200842507
ABT,ALLE,0.4612712425513063
ABT,LNT,0.3804467840426925
ABT,ALL,0.4239159829947894
ABT,GOOGL,0.4792056460632032
ABT,GOOG,0.4724037898370994
ABT,MO,0.3222286781547437
ABT,AMZN,0.3810020022827656
ABT,AEE,0.4067537371695941
ABT,AAL,0.2221334301120301
ABT,AEP,0.3648540891926694
ABT,AXP,0.3958051346363869
ABT,AIG,0.3370775701686538
ABT,AMT,0.4738307344312189
ABT,AWK,0.4206030064834185
ABT,AMP,0.5161073268278512
ABT,ABC,0.4177066965802918
ABT,AME,0.5469414361668217
ABT,AMGN,0.5686562091594971
ABT,APH,0.5186135193187864
ABT,ADI,0.4618206298098061
ABT,ANSS,0.5460274815486275
ABT,ANTM,0.4748122073441539
ABT,AON,0.4640441122059359
ABT,AOS,0.3865502883619427
ABT,APA,0.2102870868775325
ABT,AIV,0.2956430082805609
ABT,AAPL,0.4839362442253122
ABT,AMAT,0.4280808507574472
ABT,APTV,0.333957834729467
ABT,ADM,0.3907717004399214
ABT,ANET,0.379712928164991
ABT,AJG,0.506526262782621
ABT,AIZ,0.354397566664034
ABT,T,0.3705456602952117
ABT,ADSK,0.4427594787241929
ABT,ADP,0.5245920225282301
ABT,AZO,0.3369077425504302
ABT,AVB,0.3728600409944819
ABT,AVY,0.4884845865678801
ABT,BLL,0.4688467859666578
ABT,BAC,0.4216834276304078
ABT,BK,0.4317043655474653
ABT,BAX,0.5954168128151
ABT,BDX,0.5863959744095515
ABT,BRK-B,0.5313403577711098
ABT,BBY,0.3189271226125728
ABT,BIIB,0.3480171230337178
ABT,BLK,0.562739969767638
ABT,HRB,0.2607435050932939
ABT,BA,0.3307605189060119
ABT,BKNG,0.3502354327349039
ABT,BWA,0.3245877350486894
ABT,BXP,0.3345661434343993
ABT,BSX,0.5535268046818069
ABT,BMY,0.4101190190977946
ABT,AVGO,0.4327745958852829
ABT,BR,0.5085105253803337
ABT,BF-B,0.4159009307730802
ABT,CHRW,0.3199513967712476
ABT,CDNS,0.5057106983903298
ABT,CPB,0.2282665240900145
ABT,COF,0.3646806788298192
ABT,CPRI,0.1952019166716904
ABT,CAH,0.3970177389734232
ABT,KMX,0.3345226235379002
ABT,CCL,0.1953672256719935
ABT,CAT,0.3834156264370359
ABT,CBOE,0.2979608400379473
ABT,CBRE,0.4272397811722292
ABT,CE,0.3696747434169848
ABT,CNC,0.4416269228480129
ABT,CNP,0.358138841179192
ABT,CERN,0.4616739371045667
ABT,CF,0.2577160335905416
ABT,SCHW,0.417064338626899
ABT,CHTR,0.3641801946009997
ABT,CVX,0.3585171816585445
ABT,CMG,0.226561593758697
ABT,CB,0.4042584498478307
ABT,CHD,0.3766705087780134
ABT,CI,0.4170579841048675
ABT,CINF,0.4315240591721562
ABT,CTAS,0.467401742099337
ABT,CSCO,0.5372961302114089
ABT,C,0.4010294251565239
ABT,CFG,0.3260422838020215
ABT,CTXS,0.3895402700711814
ABT,CLX,0.2705787297065129
ABT,CME,0.3984268227519618
ABT,CMS,0.3837722316706953
ABT,KO,0.4360283214314251
ABT,CTSH,0.490025014256736
ABT,CL,0.4575583215173194
ABT,CMCSA,0.3899455685973578
ABT,CMA,0.2935630988788349
ABT,CAG,0.2366587729772815
ABT,COP,0.277119905388428
ABT,ED,0.3625461213680238
ABT,STZ,0.3416646099678213
ABT,COO,0.5035729096072614
ABT,CPRT,0.4471606288762416
ABT,GLW,0.4944392705333142
ABT,COST,0.4488798022742034
ABT,COTY,0.1486343943697046
ABT,CCI,0.4427958204199785
ABT,CSX,0.4234200050113998
ABT,CMI,0.391085105173783
ABT,CVS,0.4000349588734878
ABT,DHI,0.3635394560160226
ABT,DHR,0.6416928002912266
ABT,DRI,0.2623810546551186
ABT,DVA,0.3752955118492445
ABT,DE,0.3911567055884161
ABT,DAL,0.2650095000836461
ABT,XRAY,0.3651457349448357
ABT,DVN,0.2134125798145968
ABT,FANG,0.1683124491327118
ABT,DLR,0.3799675083920391
ABT,DFS,0.3765775074243313
ABT,DISCA,0.2212902857542827
ABT,DISCK,0.2260051092415969
ABT,DISH,0.3357738332839188
ABT,DG,0.3270036803534652
ABT,DLTR,0.2180529688694496
ABT,D,0.408056332433706
ABT,DOV,0.4347764182748757
ABT,DTE,0.3333346466589845
ABT,DRE,0.470359894500129
ABT,DUK,0.398885478023243
ABT,DXC,0.2985790051246565
ABT,EMN,0.3589418845002953
ABT,ETN,0.4923213747647446
ABT,EBAY,0.417752976551857
ABT,ECL,0.49262593010852
ABT,EIX,0.3007051938375784
ABT,EW,0.5342943639091877
ABT,EA,0.3492077929097998
ABT,EMR,0.41240674998159
ABT,ETR,0.3759992356987534
ABT,EOG,0.2229333252313121
ABT,EFX,0.4166351204890105
ABT,EQIX,0.4650105701331768
ABT,EQR,0.3614171041674741
ABT,ESS,0.3604504096229271
ABT,EL,0.4111520629883425
ABT,EVRG,0.3960896285992301
ABT,ES,0.4180271033083684
ABT,RE,0.3436138585080542
ABT,EXC,0.4003353348958116
ABT,EXPE,0.2351023992542006
ABT,EXPD,0.4556051158466961
ABT,EXR,0.3166066687799965
ABT,XOM,0.3121395224959384
ABT,FFIV,0.3634035865762631
ABT,FB,0.3615896628309693
ABT,FAST,0.4576355638463443
ABT,FRT,0.2432327321299572
ABT,FDX,0.3932691925937577
ABT,FIS,0.4740796364119552
ABT,FITB,0.3460026842484292
ABT,FE,0.343254010886226
ABT,FRC,0.4084461993205434
ABT,FISV,0.5019655512236132
ABT,FLT,0.4156269759313464
ABT,FLS,0.3260606193068739
ABT,FLR,0.1570625884421454
ABT,FMC,0.3887088786558135
ABT,FL,0.2140971785958255
ABT,F,0.3032588453722195
ABT,FTNT,0.3781565955525823
ABT,FBHS,0.4148677946953631
ABT,BEN,0.4213661558990203
ABT,FCX,0.3062126838784816
ABT,GPS,0.2442538556154025
ABT,GRMN,0.4295924340916566
ABT,IT,0.38414387990496
ABT,GD,0.4550762022111588
ABT,GE,0.2835767461349603
ABT,GIS,0.3373882437570114
ABT,GM,0.3114812228662125
ABT,GPC,0.4050563153443764
ABT,GILD,0.4457137427602712
ABT,GPN,0.494870258307652
ABT,GS,0.4198309555523233
ABT,GT,0.2197995891126021
ABT,GWW,0.4000649457911171
ABT,HAL,0.25464301349094
ABT,HBI,0.2176750700639031
ABT,HOG,0.3357978027606187
ABT,HIG,0.3084986330191132
ABT,HAS,0.3374298966467414
ABT,HCA,0.3627627519838954
ABT,HP,0.2219889928549079
ABT,HSIC,0.4150751204535078
ABT,HSY,0.3511243563616404
ABT,HES,0.258617455730732
ABT,HLT,0.3100495415828586
ABT,HOLX,0.5603506565018425
ABT,HD,0.4873012761035041
ABT,HON,0.4889938118919795
ABT,HRL,0.3137924798811361
ABT,HST,0.2558611391504681
ABT,HPQ,0.3774469287105397
ABT,HUM,0.4052862336105722
ABT,HBAN,0.3144282849838155
ABT,HII,0.3606043895518199
ABT,IDXX,0.5267141867161316
ABT,INFO,0.5016367794478805
ABT,ITW,0.4974704387028985
ABT,ILMN,0.4430143670188682
ABT,INTC,0.4536987309068969
ABT,ICE,0.4748596928608096
ABT,IBM,0.4475173385636596
ABT,INCY,0.3959911326649186
ABT,IP,0.4133865463496574
ABT,IPG,0.3602697616925506
ABT,IFF,0.3888329105562285
ABT,INTU,0.5628292447330733
ABT,ISRG,0.5814643288136134
ABT,IVZ,0.4413648765769709
ABT,IPGP,0.3720655055509863
ABT,IQV,0.5525901718724208
ABT,IRM,0.3166848684897377
ABT,JKHY,0.5065568583824462
ABT,JBHT,0.3994699174828504
ABT,JEF,0.3861232603462192
ABT,SJM,0.2902839511565906
ABT,JNJ,0.5748367636878905
ABT,JCI,0.3957119996481646
ABT,JPM,0.4302072829010799
ABT,JNPR,0.423661168243521
ABT,K,0.3272593821906931
ABT,KEY,0.3387040151807312
ABT,KEYS,0.4484973298481348
ABT,KMB,0.3928952854324749
ABT,KIM,0.207757968549176
ABT,KMI,0.2704318708703523
ABT,KLAC,0.4408437157617661
ABT,KSS,0.1780804949153537
ABT,KR,0.1775141054318239
ABT,LLL,0.0561106212336616
ABT,LH,0.499333754481264
ABT,LRCX,0.4227287008615273
ABT,LEG,0.350409776975964
ABT,LEN,0.3469994513675593
ABT,LLY,0.4816179245919471
ABT,LNC,0.4033854787673531
ABT,LIN,0.5015625897989271
ABT,LKQ,0.3466389187670213
ABT,LMT,0.4290367875426752
ABT,L,0.4208024545393662
ABT,LOW,0.4290843271496424
ABT,LYB,0.3227901284564831
ABT,MTB,0.3338818950430959
ABT,MAC,0.1174864205775708
ABT,M,0.1718953681867041
ABT,MRO,0.201833848683628
ABT,MPC,0.3097169078181644
ABT,MAR,0.2798235196879016
ABT,MMC,0.5278492055584619
ABT,MLM,0.3200698158138352
ABT,MAS,0.4602611227049654
ABT,MA,0.5269279624127567
ABT,MAT,0.2448156337834235
ABT,MKC,0.4296926404096479
ABT,MCD,0.4229463160727104
ABT,MCK,0.4118820002656071
ABT,MDT,0.5505445260668713
ABT,MRK,0.5249881899742185
ABT,MET,0.4476593753497108
ABT,MTD,0.5867367863502979
ABT,MGM,0.2952399042020563
ABT,MCHP,0.4216053994190207
ABT,MU,0.3614547008504015
ABT,MSFT,0.568710584952866
ABT,MAA,0.3842829164571019
ABT,MHK,0.3086854371736848
ABT,TAP,0.2678995401824762
ABT,MDLZ,0.4837035597771374
ABT,MNST,0.3802873065685213
ABT,MCO,0.5733471911216969
ABT,MS,0.4695207843372607
ABT,MOS,0.2182838368416745
ABT,MSI,0.438931131168515
ABT,MSCI,0.5234272876744058
ABT,NDAQ,0.5476330128981269
ABT,NOV,0.2124493089632462
ABT,NKTR,0.2686576062267841
ABT,NTAP,0.3785423988336799
ABT,NFLX,0.3020095458922693
ABT,NWL,0.2838931859246661
ABT,NEM,0.1259003862693566
ABT,NWSA,0.3939440017069214
ABT,NWS,0.3836426554699623
ABT,NEE,0.4140001699737352
ABT,NLSN,0.325349890197785
ABT,NKE,0.4215934122531355
ABT,NI,0.3649807879559137
ABT,JWN,0.2019265315555077
ABT,NSC,0.4379023191434494
ABT,NTRS,0.4335502183811714
ABT,NOC,0.4046932082172984
ABT,NCLH,0.1957838869963874
ABT,NRG,0.2960369233370403
ABT,NUE,0.3284300128697781
ABT,NVDA,0.4130292190959364
ABT,ORLY,0.3576924471276834
ABT,OXY,0.2235241698057579
ABT,OMC,0.3309244176150021
ABT,OKE,0.2173079015151408
ABT,ORCL,0.4544191988791752
ABT,PCAR,0.436921850155979
ABT,PKG,0.4094510599139678
ABT,PH,0.4219744708261828
ABT,PAYX,0.5646850003399493
ABT,PNR,0.433806890731867
ABT,PBCT,0.3331227624085378
ABT,PEP,0.4950654846145607
ABT,PKI,0.556895723477765
ABT,PRGO,0.2983598196485845
ABT,PFE,0.4735105898790534
ABT,PM,0.3545475606587441
ABT,PSX,0.2942638174484049
ABT,PNW,0.3315582106069751
ABT,PXD,0.264052168763735
ABT,PNC,0.4142021319347631
ABT,RL,0.2582964839825382
ABT,PPG,0.4330293717729659
ABT,PPL,0.3692457426195013
ABT,PFG,0.4301732227363851
ABT,PG,0.4710137030250435
ABT,PGR,0.4621832485975757
ABT,PLD,0.4915515142946254
ABT,PRU,0.4485677488758595
ABT,PEG,0.3391167253584488
ABT,PSA,0.3456555165286812
ABT,PHM,0.3373836647734552
ABT,PVH,0.2792500807932627
ABT,QRVO,0.3887066116214218
ABT,PWR,0.3371166021304697
ABT,QCOM,0.3789787579662037
ABT,DGX,0.4482022234976431
ABT,RJF,0.4740506194949641
ABT,O,0.2925557372885152
ABT,REG,0.242629467104481
ABT,REGN,0.4406946210032924
ABT,RF,0.3349768862718625
ABT,RSG,0.48392776061099
ABT,RMD,0.4728479264931212
ABT,RHI,0.3913670287503142
