Symbol_1,Symbol_2,DTW
MMM,TGT,19.686326003198616
MMM,TEL,17.872331857357466
MMM,FTI,32.97416111968276
MMM,TFX,21.230995734156473
MMM,TXN,17.828558391693747
MMM,TXT,21.370763733419587
MMM,TMO,19.541578270086188
MMM,TWTR,32.78588205941116
MMM,TJX,20.424963294091498
MMM,TSCO,22.362306297456833
MMM,TDG,25.235395872452614
MMM,TRV,15.027171056703974
MMM,TRIP,31.9100364031641
MMM,TSN,21.1478414872033
MMM,UDR,20.825492984222826
MMM,ULTA,26.970624177625144
MMM,USB,21.81483940516198
MMM,UAA,32.92517612781813
MMM,UNP,16.33453739722242
MMM,UAL,30.24578431992026
MMM,UNH,16.969339552420713
MMM,UPS,15.444450409043462
MMM,URI,29.879107306869045
MMM,UHS,20.939056580150194
MMM,UNM,23.022003270790076
MMM,VFC,20.820439234186125
MMM,VLO,24.606793241668754
MMM,VTR,21.99656585512232
MMM,VRSN,19.70532025324279
MMM,VRSK,18.958585877673148
MMM,VZ,14.61600003568998
MMM,VRTX,29.561799768018183
MMM,V,20.876698381656997
MMM,VNO,23.138763876411716
MMM,VMC,20.175357761398132
MMM,WMT,17.349113594588957
MMM,WBA,21.066604875496644
MMM,DIS,16.993645480209437
MMM,WM,17.88998624578733
MMM,WAT,16.189176128970182
MMM,WEC,20.96912842047295
MMM,WFC,19.17970937176225
MMM,WELL,22.097644478337642
MMM,WDC,30.978828375089243
MMM,WU,20.757202821721254
MMM,WY,19.251973860637175
MMM,WHR,20.792533858738942
MMM,WMB,26.43450292940076
MMM,WLTW,20.905085379248092
MMM,WYNN,32.05090762502705
MMM,XEL,19.806091245495825
MMM,XRX,24.59599552934674
MMM,XLNX,23.887362644111114
MMM,XYL,20.480866075045736
MMM,YUM,17.57209382084961
MMM,ZBH,20.303052561677884
MMM,ZION,24.729273581735512
MMM,ZTS,20.295334735497168
ABT,ABBV,21.61127095197395
ABT,ABMD,31.559047779668038
ABT,ACN,18.138500626986716
ABT,ATVI,24.887591410315043
ABT,ADBE,22.715058835118057
ABT,AMD,41.12649658501699
ABT,AAP,25.093381425263637
ABT,AES,22.443222616342613
ABT,AMG,25.690364621164942
ABT,AFL,16.916652396361776
ABT,A,20.998028022276014
ABT,APD,16.890984681593427
ABT,AKAM,20.31169348706646
ABT,ALK,27.516803606754692
ABT,ALB,28.287723906936577
ABT,ARE,19.55284099588183
ABT,ALGN,29.061563682335873
ABT,ALLE,18.07917831310615
ABT,LNT,19.780545942617557
ABT,ALL,17.2243370664373
ABT,GOOGL,20.852224716501283
ABT,GOOG,19.995120976976196
ABT,MO,20.60680878157928
ABT,AMZN,22.478058298525756
ABT,AEE,18.585131048886726
ABT,AAL,34.00067786028321
ABT,AEP,19.315125738829497
ABT,AXP,20.300685456506194
ABT,AIG,24.368081184928158
ABT,AMT,20.062827908913945
ABT,AWK,17.86718278217729
ABT,AMP,23.62193908821495
ABT,ABC,21.24143763730581
ABT,AME,17.428444466169935
ABT,AMGN,19.637838656117683
ABT,APH,18.49227441484463
ABT,ADI,21.245272864709637
ABT,ANSS,18.940195589467113
ABT,ANTM,22.180558355604884
ABT,AON,17.08927547484935
ABT,AOS,21.42474758393083
ABT,APA,44.43778166552614
ABT,AIV,24.214532050825895
ABT,AAPL,21.931004698435494
ABT,AMAT,26.647059709950724
ABT,APTV,23.857754712579528
ABT,ADM,21.473868690178694
ABT,ANET,25.761090329414884
ABT,AJG,15.835278076217879
ABT,AIZ,18.700824361947006
ABT,T,22.565406575928158
ABT,ADSK,23.735967373729746
ABT,ADP,19.469863401217026
ABT,AZO,22.253994680181243
ABT,AVB,20.19211961047927
ABT,AVY,18.364167299398673
ABT,BLL,20.210348090420865
ABT,BAC,23.654238461946942
ABT,BK,19.872356228357802
ABT,BAX,20.370501670877456
ABT,BDX,19.88916139073293
ABT,BRK-B,17.8682455067747
ABT,BBY,23.62602849824347
ABT,BIIB,24.77606529076244
ABT,BLK,20.220395832191905
ABT,HRB,24.111366698713802
ABT,BA,24.23164120772543
ABT,BKNG,23.21236287837218
ABT,BWA,24.858733110791736
ABT,BXP,21.61978665755334
ABT,BSX,22.86511405583804
ABT,BMY,19.654130558046344
ABT,AVGO,25.1133503043701
ABT,BR,18.309328093140003
ABT,BF-B,18.217240236324898
ABT,CHRW,20.370045938652847
ABT,CDNS,19.69791594412709
ABT,CPB,23.12003306875167
ABT,COF,25.463282809940715
ABT,CPRI,33.31627267615737
ABT,CAH,23.736225250254726
ABT,KMX,21.901931183706715
ABT,CCL,30.904125397093146
ABT,CAT,22.12710252238502
ABT,CBOE,21.0884945241801
ABT,CBRE,20.99484463098819
ABT,CE,21.370278021377896
ABT,CNC,24.9021872413311
ABT,CNP,21.847673220579996
ABT,CERN,18.891833178038517
ABT,CF,29.032064813904437
ABT,SCHW,25.164514663136625
ABT,CHTR,20.903212589549916
ABT,CVX,23.069343083585334
ABT,CMG,22.757843631784972
ABT,CB,18.623895758748485
ABT,CHD,16.965093894966458
ABT,CI,20.042446896448702
ABT,CINF,24.83530868749099
ABT,CTAS,21.898779724148902
ABT,CSCO,20.88593806207372
ABT,C,23.056605260890137
ABT,CFG,23.603321021119797
ABT,CTXS,22.76275934332422
ABT,CLX,19.910199003531105
ABT,CME,19.58795632035144
ABT,CMS,17.354450038080774
ABT,KO,16.619859115654734
ABT,CTSH,20.21608971857396
ABT,CL,17.75700939861787
ABT,CMCSA,18.54373954128605
ABT,CMA,25.211523232070842
ABT,CAG,19.47071616978349
ABT,COP,27.291870033649246
ABT,ED,17.39270475883214
ABT,STZ,18.79135432764445
ABT,COO,17.261481042238437
ABT,CPRT,20.00484273610286
ABT,GLW,20.938775752672996
ABT,COST,17.710825032498082
ABT,COTY,34.25469989902047
ABT,CCI,19.90631285288688
ABT,CSX,21.858232493775798
ABT,CMI,18.39275589397178
ABT,CVS,22.557192506399456
ABT,DHI,26.37358057913226
ABT,DHR,18.371382410543056
ABT,DRI,21.9519891729802
ABT,DVA,20.175197783361355
ABT,DE,21.00863368203112
ABT,DAL,25.947009480513174
ABT,XRAY,21.556038458089272
ABT,DVN,40.514093312629434
ABT,FANG,36.85990683315439
ABT,DLR,21.58165906497475
ABT,DFS,22.153399722519417
ABT,DISCA,26.900066833205535
ABT,DISCK,26.361763694824667
ABT,DISH,30.1247788850429
ABT,DG,19.784659410136037
ABT,DLTR,22.94700237883609
ABT,D,17.44521454314204
ABT,DOV,19.723500033475027
ABT,DTE,17.705305039124045
ABT,DRE,18.82752216088738
ABT,DUK,17.21000025739011
ABT,DXC,31.023108949718946
ABT,EMN,22.05567546583507
ABT,ETN,19.706579684226373
ABT,EBAY,19.71130144637602
ABT,ECL,17.368977448259233
ABT,EIX,20.499620223832743
ABT,EW,21.702746227888053
ABT,EA,22.970490457828053
ABT,EMR,19.960179270425577
ABT,ETR,20.525509417812014
ABT,EOG,29.001557137483097
ABT,EFX,21.77504365930902
ABT,EQIX,19.91310383763887
ABT,EQR,19.902191246948707
ABT,ESS,21.90676176871369
ABT,EL,17.068616817961033
ABT,EVRG,21.980186208027163
ABT,ES,19.58679993400147
ABT,RE,22.289545651737598
ABT,EXC,18.180434880124473
ABT,EXPE,25.620385762101158
ABT,EXPD,20.082749833613274
ABT,EXR,19.160287279174163
ABT,XOM,20.68708761095973
ABT,FFIV,21.251832947767042
ABT,FB,23.764727275223663
ABT,FAST,20.532591575023993
ABT,FRT,19.884727946357874
ABT,FDX,21.470658287876223
ABT,FIS,18.55063377774511
ABT,FITB,25.099855375510643
ABT,FE,19.744530635953893
ABT,FRC,19.861526383137335
ABT,FISV,19.66981623991375
ABT,FLT,20.05197555748936
ABT,FLS,25.612226972231706
ABT,FLR,32.688763406737166
ABT,FMC,20.985487017722342
ABT,FL,27.42362149709147
ABT,F,27.99447789742525
ABT,FTNT,25.95791764526911
ABT,FBHS,21.032296887292613
ABT,BEN,24.10154921356914
ABT,FCX,41.56358245367966
ABT,GPS,30.34560756717359
ABT,GRMN,18.792153205675
ABT,IT,22.653007830313314
ABT,GD,19.03518641581382
ABT,GE,27.718681857681194
ABT,GIS,20.47967072140328
ABT,GM,23.883257616496316
ABT,GPC,24.035277280317423
ABT,GILD,19.123519185352183
ABT,GPN,19.41937163512087
ABT,GS,21.60524972775911
ABT,GT,28.51830884709862
ABT,GWW,19.817541539034508
ABT,HAL,32.24057114897724
ABT,HBI,30.634148976670538
ABT,HOG,33.08891325574549
ABT,HIG,20.16305671223288
ABT,HAS,20.29253438862566
ABT,HCA,24.074447196059374
ABT,HP,36.10671119955064
ABT,HSIC,20.92479605265302
ABT,HSY,18.258872940747963
ABT,HES,32.130942036362384
ABT,HLT,22.273212036718746
ABT,HOLX,21.028907993076853
ABT,HD,20.09914153536386
ABT,HON,18.54955782148831
ABT,HRL,19.35636724579951
ABT,HST,23.234519329503463
ABT,HPQ,23.772993259526334
ABT,HUM,21.520214252489115
ABT,HBAN,23.677013502760452
ABT,HII,23.126281909962188
ABT,IDXX,21.13465137473844
ABT,INFO,17.49909768196935
ABT,ITW,19.412696158897578
ABT,ILMN,23.66603885278468
ABT,INTC,20.824538876011818
ABT,ICE,17.888486771948145
ABT,IBM,20.642506985687127
ABT,INCY,27.758322562804246
ABT,IP,21.00286719170849
ABT,IPG,25.0250154438329
ABT,IFF,20.85390053987331
ABT,INTU,17.518132242545335
ABT,ISRG,20.16395194563561
ABT,IVZ,32.013404597342486
ABT,IPGP,28.624343777741256
ABT,IQV,17.45259390883745
ABT,IRM,21.84203368208894
ABT,JKHY,19.417162109246636
ABT,JBHT,20.71456220321404
ABT,JEF,23.442084282695436
ABT,SJM,21.024595337904415
ABT,JNJ,14.713310078244959
ABT,JCI,19.760305393645105
ABT,JPM,21.918225577116942
ABT,JNPR,24.675185058713303
ABT,K,18.382077943369907
ABT,KEY,25.22220900560965
ABT,KEYS,21.7297160824621
ABT,KMB,18.754627601960575
ABT,KIM,23.59111932654472
ABT,KMI,23.490640199750327
ABT,KLAC,24.363230505417206
ABT,KSS,33.08060922246373
ABT,KR,24.63553641748288
ABT,LLL,79.70465545259985
ABT,LH,18.00485998452569
ABT,LRCX,28.54707826798041
ABT,LEG,23.975309575567756
ABT,LEN,23.437374574164394
ABT,LLY,20.574878009860633
ABT,LNC,27.376859633901308
ABT,LIN,18.317110204916663
ABT,LKQ,21.656370145727706
ABT,LMT,19.684477348309194
ABT,L,20.499737439713126
ABT,LOW,20.885819746024474
ABT,LYB,24.244817445324596
ABT,MTB,23.383783004693814
ABT,MAC,29.816464835237596
ABT,M,34.86025370805105
ABT,MRO,37.72333663899944
ABT,MPC,28.36989667922047
ABT,MAR,21.57171117850592
ABT,MMC,18.718209251680058
ABT,MLM,22.584263194087328
ABT,MAS,21.657797197938894
ABT,MA,21.31748726530017
ABT,MAT,31.167079246039712
ABT,MKC,17.9692328362622
ABT,MCD,20.51534414734386
ABT,MCK,22.389820774719155
ABT,MDT,19.86450367897385
ABT,MRK,19.042918656423332
ABT,MET,22.197914329177017
ABT,MTD,17.127395738722246
ABT,MGM,31.583832111187228
ABT,MCHP,24.078331516410653
ABT,MU,34.11805751584317
ABT,MSFT,20.161525053171758
ABT,MAA,18.121879496173364
ABT,MHK,24.82134854556746
ABT,TAP,26.387178293675127
ABT,MDLZ,19.042605944320666
ABT,MNST,21.24438762978756
ABT,MCO,17.59963602387844
ABT,MS,23.747422893653347
ABT,MOS,27.8081016107193
ABT,MSI,20.455725120986553
ABT,MSCI,22.07514675092229
ABT,NDAQ,20.619931886509665
ABT,NOV,32.52191636963101
ABT,NKTR,40.15619420003021
ABT,NTAP,23.973582171546532
ABT,NFLX,27.533859272255878
ABT,NWL,31.17188252902273
ABT,NEM,28.09121964701292
ABT,NWSA,22.210535640479765
ABT,NWS,21.855593017222112
ABT,NEE,16.44671272596991
ABT,NLSN,28.026125051632285
ABT,NKE,18.91636110499505
ABT,NI,22.232312964011193
ABT,JWN,34.13279477870269
ABT,NSC,20.454929381273416
ABT,NTRS,19.964118914482686
ABT,NOC,17.667337537631674
ABT,NCLH,33.559557986527345
ABT,NRG,26.80354332641598
ABT,NUE,24.94254442030573
ABT,NVDA,32.83995667998226
ABT,ORLY,19.257188983824953
ABT,OXY,31.027755891951067
ABT,OMC,19.366987557346686
ABT,OKE,26.486116081909312
ABT,ORCL,18.346014648903434
ABT,PCAR,19.480408559785864
ABT,PKG,21.6271062673758
ABT,PH,22.169542687522174
ABT,PAYX,15.694163059586412
ABT,PNR,21.000216353663454
ABT,PBCT,23.6569667155789
ABT,PEP,18.582891654897402
ABT,PKI,18.642324373978745
ABT,PRGO,25.92417442783744
ABT,PFE,21.09958923174602
ABT,PM,18.68951279387226
ABT,PSX,23.820736028898956
ABT,PNW,20.317319723861967
ABT,PXD,30.085022731119633
ABT,PNC,21.020277990801176
ABT,RL,24.62150548898187
ABT,PPG,18.675177803553467
ABT,PPL,22.92070795251804
ABT,PFG,22.051565458591856
ABT,PG,15.832247189987676
ABT,PGR,19.381270448449044
ABT,PLD,20.842072894476477
ABT,PRU,22.01832526678946
ABT,PEG,17.628263814386298
ABT,PSA,18.765387223498276
ABT,PHM,23.152825201549454
ABT,PVH,30.776122362785628
ABT,QRVO,30.338033808051264
ABT,PWR,21.48599417672728
ABT,QCOM,25.831065286005764
ABT,DGX,19.03048588563164
ABT,RJF,22.983779462890396
ABT,O,20.750091752062332
ABT,REG,21.949164606982546
ABT,REGN,26.47852948592182
ABT,RF,25.634828916865594
ABT,RSG,19.443832431709623
ABT,RMD,17.980227814618654
ABT,RHI,20.54048501913174
ABT,ROK,19.85775340897317
ABT,ROL,20.710403604239524
ABT,ROP,16.511837536143304
ABT,ROST,24.14897121620748
ABT,RCL,30.804338741905468
ABT,CRM,20.859011908638507
ABT,SBAC,18.32817536594461
ABT,SLB,28.256203710875383
ABT,STX,26.496445462029143
ABT,SEE,24.995210722136147
ABT,SRE,20.01456428720466
ABT,SHW,17.484893321703936
ABT,SPG,22.894481225248988
ABT,SWKS,27.456092800213273
ABT,SLG,26.48874976589738
ABT,SNA,20.38763990438736
ABT,SO,17.241760536451697
ABT,LUV,22.59402244250454
ABT,SPGI,18.062344889624253
ABT,SWK,22.51873276701755
ABT,SBUX,21.347098710792668
ABT,STT,21.78955086287884
ABT,SYK,17.984286568452227
ABT,SIVB,27.59787491449559
ABT,SYF,24.4639533049621
ABT,SNPS,21.8381372276604
ABT,SYY,19.43720385005995
ABT,TROW,18.607895632242766
ABT,TTWO,23.21694183883422
ABT,TPR,28.503141732880927
ABT,TGT,20.672902858029524
ABT,TEL,18.283918146094514
ABT,FTI,32.163452496257605
ABT,TFX,19.224314841816536
ABT,TXN,21.03241150224399
ABT,TXT,22.434898200799132
ABT,TMO,15.292957735809196
ABT,TWTR,33.31157221019881
ABT,TJX,19.45251565406033
ABT,TSCO,24.69426750144269
ABT,TDG,23.148038696652442
ABT,TRV,17.245273477865968
ABT,TRIP,29.72903670902246
ABT,TSN,20.395626611626362
ABT,UDR,19.77708843060356
ABT,ULTA,26.832232793603644
ABT,USB,20.693730988800596
